G102318B,Google Pixel 9 Pro 128GB Porcelain,N,Y,Device
G102319A,Google Pixel 9 Pro 256GB  Obsidian,N,Y,Device
G102319B,Google Pixel 9 Pro 256GB  Porcelain,N,Y,Device
G102322A,Google Pixel 9 Pro XL 128GB Obsidian,N,Y,Device
G102322B,Google Pixel 9 Pro XL 128GB Porcelain,N,Y,Device
G102323A,Google Pixel 9 Pro XL 256GB Obsidian,N,Y,Device
G102323B,Google Pixel 9 Pro XL 256GB Porcelain,N,Y,Device
G102324A,iPhone 16 128GB Black,N,Y,Device
G102324B,iPhone 16 128GB White,N,Y,Device
G102324C,iPhone 16 128GB Pink,N,Y,Device
G102324D,iPhone 16 128GB Ultramarine,N,Y,Device
G102324E,iPhone 16 128GB Teal,N,Y,Device
G102325A,iPhone 16 256GB Black,N,Y,Device
G102325B,iPhone 16 256GB White,N,Y,Device
G102325C,iPhone 16 256GB Pink,N,Y,Device
G102325D,iPhone 16 256GB Ultramarine,N,Y,Device
G102325E,iPhone 16 256GB Teal,N,Y,Device
G102326A,iPhone 16 512GB Black,N,Y,Device
G102326B,iPhone 16 512GB White,N,Y,Device
G102326C,iPhone 16 512GB Pink,N,Y,Device
G102326D,iPhone 16 512GB Ultramarine,N,Y,Device
G102326E,iPhone 16 512GB Teal,N,Y,Device
G102327A,iPhone 16 Plus 128GB Black,N,Y,Device
G102327B,iPhone 16 Plus 128GB White,N,Y,Device
G102327C,iPhone 16 Plus 128GB Pink,N,Y,Device
G102327D,iPhone 16 Plus 128GB Ultramarine,N,Y,Device
G102327E,iPhone 16 Plus 128GB Teal,N,Y,Device
G102328A,iPhone 16 Plus 256GB Black,N,Y,Device
G102328B,iPhone 16 Plus 256GB White,N,Y,Device
G102328C,iPhone 16 Plus 256GB Pink,N,Y,Device
G102328D,iPhone 16 Plus 256GB Ultramarine,N,Y,Device
G102328E,iPhone 16 Plus 256GB Teal,N,Y,Device
G102329A,iPhone 16 Plus 512GB Black,N,Y,Device
G102329B,iPhone 16 Plus 512GB White,N,Y,Device
G102329C,iPhone 16 Plus 512GB Pink,N,Y,Device
G102329D,iPhone 16 Plus 512GB Ultramarine,N,Y,Device
G102329E,iPhone 16 Plus 512GB Teal,N,Y,Device
G102330A,iPhone 16 Pro 128GB Black Titanium,N,Y,Device
G102330B,iPhone 16 Pro 128GB White Titanium,N,Y,Device
G102330C,iPhone 16 Pro 128GB Desert Titanium,N,Y,Device
G102330D,iPhone 16 Pro 128GB Natural Titanium,N,Y,Device
G102331A,iPhone 16 Pro 256GB Black Titanium,N,Y,Device
G102331B,iPhone 16 Pro 256GB White Titanium,N,Y,Device
G102331C,iPhone 16 Pro 256GB Desert Titanium,N,Y,Device
G102331D,iPhone 16 Pro 256GB Natural Titanium,N,Y,Device
G102332A,iPhone 16 Pro 512GB Black Titanium,N,Y,Device
G102332B,iPhone 16 Pro 512GB White Titanium,N,Y,Device
G102332C,iPhone 16 Pro 512GB Desert Titanium,N,Y,Device
G102332D,iPhone 16 Pro 512GB Natural Titanium,N,Y,Device
G102333A,iPhone 16 Pro 1TB Black Titanium,N,Y,Device
G102333B,iPhone 16 Pro 1TB White Titanium,N,Y,Device
G102333C,iPhone 16 Pro 1TB Desert Titanium,N,Y,Device
G102333D,iPhone 16 Pro 1TB Natural Titanium,N,Y,Device
G102334A,iPhone 16 Pro Max 256GB Black Titanium,N,Y,Device
G102334B,iPhone 16 Pro Max 256GB White Titanium,N,Y,Device
G102334C,iPhone 16 Pro Max 256GB Desert Titanium,N,Y,Device
G102334D,iPhone 16 Pro Max 256GB Natural Titanium,N,Y,Device
G102335A,iPhone 16 Pro Max 512GB Black Titanium,N,Y,Device
G102335B,iPhone 16 Pro Max 512GB White Titanium,N,Y,Device
G102335C,iPhone 16 Pro Max 512GB Desert Titanium,N,Y,Device
G102335D,iPhone 16 Pro Max 512GB Natural Titanium,N,Y,Device
G102336A,iPhone 16 Pro Max 1TB Black Titanium,N,Y,Device
G102336B,iPhone 16 Pro Max 1TB White Titanium,N,Y,Device
G102336C,iPhone 16 Pro Max 1TB Desert Titanium,N,Y,Device
G102336D,iPhone 16 Pro Max 1TB Natural Titanium,N,Y,Device
G102350A,iPhone 16 Clear Case with MagSafe,N,Y,Device
G102351A,iPhone 16 Plus Clear Case with MagSafe,N,Y,Device
G102352A,iPhone 16 Pro Clear Case with MagSafe,N,Y,Device
G102353A,iPhone 16 Pro Max Clear Case with MagSafe,N,Y,Device
G102354A,Sonos ROAM 2 Black,N,Y,Device
G102354B,Sonos ROAM 2 White,N,Y,Device
G102355A,Sonos ERA 100 Black,N,Y,Device
G102355B,Sonos ERA 100 White,N,Y,Device
G102356A,Sonos ERA 300 Black,N,Y,Device
G102356B,Sonos ERA 300 White,N,Y,Device
G102357A,Sonos Move 2 Black,N,Y,Device
G102357B,Sonos Move 2 White,N,Y,Device
G102358A,Sonos FIVE Black,N,Y,Device
