G101649B,G101649B,6.1 inch,DA07_5,Main Screen Size,DA07
G101649B,G101649B,8GB RAM,DA13_5,RAM,DA13
G101649B,G101649B,8MP (Front),DA06_4,Front Camera,DA06
G101649B,G101649B,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101649B,G101649B,Green,DA03_21,Colour,DA03
G101649B,G101649B,Guernsey,IS_GSY,Island,DT_ISLAND
G101649B,G101649B,IP68,DA08_5,Water Resistance,DA08
G101649B,G101649B,Legacy,PH_LEGACY,Product Phase,DT_PHASE
G101649B,G101649B,Mobile Handset,PG_MOBHSET,Product Group,DT_PRODGRP
G101649B,G101649B,No eSIM,DA09_2,eSIM Capability,DA09
G101649B,G101649B,Non Foldable,PS_NOFOLD,Product Sub Group,DT_PRODSUB
G101649B,G101649B,PHS1,PROVIDE_PROFILE_CODE,NORMAL,WORK_ORDER
G101649B,G101649B,Show,DI_YES,Digital Display,DT_DISPLAY
G101649B,G101649B,Sony,DA01_8,Brand,DA01
G101649B,G101649B,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101649B,G101649B,Wired,DA11_2,Charging,DA11
G101649B,G101649B,Xperia 5 III,DA02_30,Model,DA02
G101649B,G101649B,Yes SD Card,DA12_1,Expandable Storage,DA12
G101685,G101685,49.7,DA10_20,Battery Size (mAh),DA10
G101685,G101685,Airpods 3rd Gen,DA02_44,Model,DA02
G101685,G101685,Apple,DA01_2,Brand,DA01
G101685,G101685,Audio,PS_AUDIO,Product Sub Group,DT_PRODSUB
G101685,G101685,Bluetooth,DA14_4,Data Connectivity,DA14
G101685,G101685,Bundle Offer,BundleOffr,Main service,P_CATEGORY
G101685,G101685,Current,PH_CURR,Product Phase,DT_PHASE
G101685,G101685,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101685,G101685,Guernsey,IS_GSY,Island,DT_ISLAND
G101685,G101685,Hardware,PG_HARD,Product Group,DT_PRODGRP
G101685,G101685,No Camera,DA05_1,Main Camera,DA05
G101685,G101685,No Extra,DA12_2,Expandable Storage,DA12
G101685,G101685,No Front Camera,DA06_1,Front Camera,DA06
G101685,G101685,No RAM,DA13_7,RAM,DA13
G101685,G101685,No Screen,DA07_14,Main Screen Size,DA07
G101685,G101685,No eSIM,DA09_2,eSIM Capability,DA09
G101685,G101685,No internal,DA04_1,Memory,DA04
G101685,G101685,Not Waterproof,DA08_9,Water Resistance,DA08
G101685,G101685,Show,DI_YES,Digital Display,DT_DISPLAY
G101685,G101685,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101685,G101685,White,DA03_47,Colour,DA03
G101685,G101685,Wireless,DA11_1,Charging,DA11
G101726,G101726,Charger,PS_CHARGER,Product Sub Group,DT_PRODSUB
G101726,G101726,Current,PH_CURR,Product Phase,DT_PHASE
G101726,G101726,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101726,G101726,Guernsey,IS_GSY,Island,DT_ISLAND
G101726,G101726,Mobile Extras,PG_MOBEXT,Product Group,DT_PRODGRP
G101726,G101726,Samsung,DA01_7,Brand,DA01
G101726,G101726,Samsung 45W Charger,DA02_78,Model,DA02
G101726,G101726,Show,DI_YES,Digital Display,DT_DISPLAY
G101726,G101726,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101728,G101728,Cable,PS_CABLE,Product Sub Group,DT_PRODSUB
G101728,G101728,Current,PH_CURR,Product Phase,DT_PHASE
G101728,G101728,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101728,G101728,Guernsey,IS_GSY,Island,DT_ISLAND
G101728,G101728,Mobile Extras,PG_MOBEXT,Product Group,DT_PRODGRP
G101728,G101728,Samsung,DA01_7,Brand,DA01
G101728,G101728,Samsung USB-C Cable,DA02_79,Model,DA02
G101728,G101728,Show,DI_YES,Digital Display,DT_DISPLAY
G101728,G101728,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101765A,G101765A,12MP (Main),DA05_3,Main Camera,DA05
G101765A,G101765A,2000,DA10_3,Battery Size (mAh),DA10
